titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol
"Desarrollador de software Gemeseg cia ltda En GEMESEG buscamos incorporar un profesional en Sistemas o Desarrollo de Software con conocimientos en programación, automatización e inteligencia artificial. Funciones principales: • Desarrollo e integración de automatizaciones con IA • Programación de procesos y funciones automatizadas • Integración de... Tiempo Completo Sin experiencia Guayaquil, Guayas • 27/05/2026 $800,00 / Mensual",,Guayaquil,"$800,00",27/05/2026,Tiempo Completo,"Desarrollador de software Gemeseg cia ltda En GEMESEG buscamos incorporar un profesional en Sistemas o Desarrollo de Software con conocimientos en programación, automatización e inteligencia artificial. Funciones principales: • Desarrollo e integración de automatizaciones con IA • Programación de procesos y funciones automatizadas • Integración de... Tiempo Completo Sin experiencia Guayaquil, Guayas • 27/05/2026 $800,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3045351/desarrollador-de-software-en-guayas,trabajosdiarios,2026-05-27,800.0,Desarrollo de Software
"Asesor Comercial Quito ANDICALZADO S.A ¡ÚNETE A NUESTRO EQUIPO EN ANDICALZADO! CONVOCATORIA LABORAL: ASESOR COMERCIAL Para: Profesionales del Área Comercial y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",,Quito,"$500,00",26/05/2026,Por Contrato,"Asesor Comercial Quito ANDICALZADO S.A ¡ÚNETE A NUESTRO EQUIPO EN ANDICALZADO! CONVOCATORIA LABORAL: ASESOR COMERCIAL Para: Profesionales del Área Comercial y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3044625/asesor-comercial-quito-en-pichincha,trabajosdiarios,2026-05-26,500.0,QA / Testing
"Asistente Contable NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",,Guayaquil,"$482,00",18/05/2026,Por Contrato,"Asistente Contable NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3040970/asistente-contable-en-guayas,trabajosdiarios,2026-05-18,482.0,Otros
"Asistente Contable/Sector El Recreo NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",,Quito,"$500,00",18/05/2026,Tiempo Completo,"Asistente Contable/Sector El Recreo NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3022176/asistente-contablesector-el-recreo-en-pichincha,trabajosdiarios,2026-05-18,500.0,Otros
"Programador de software y soporte técnico Fisoluciones Estamos en búsqueda de un Programador de Software y Soporte Técnico para integrarse a nuestro equipo de Desarrollo de Negocio y Tecnología Informática. La persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",,Quito,"$900,00",14/05/2026,Tiempo Completo,"Programador de software y soporte técnico Fisoluciones Estamos en búsqueda de un Programador de Software y Soporte Técnico para integrarse a nuestro equipo de Desarrollo de Negocio y Tecnología Informática. La persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3039953/programador-de-software-y-soporte-tecnico-en-pichincha,trabajosdiarios,2026-05-14,900.0,Soporte Técnico
"Practicante de Edición de Video Nebbit SAS ¿Te apasiona editar videos y crear contenido visual que conecte con las personas? En Nebbit SAS estamos en búsqueda de un Practi­cante de Edición de Video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... Prácticas / Becario Sin experiencia Quito, Pichincha • 11/05/2026",,Quito,,11/05/2026,Prácticas,"Practicante de Edición de Video Nebbit SAS ¿Te apasiona editar videos y crear contenido visual que conecte con las personas? En Nebbit SAS estamos en búsqueda de un Practi­cante de Edición de Video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... Prácticas / Becario Sin experiencia Quito, Pichincha • 11/05/2026",https://ec.trabajosdiarios.com/trabajo/3037431/practicante-de-edicion-de-video-en-pichincha,trabajosdiarios,2026-05-11,,Data / BI
"Soporte técnico y seguimiento de clientes Implementación sistemas Gk-innova Se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... Tiempo Completo Ciudad de Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",,Esmeraldas,"$550,00",10/05/2026,Tiempo Completo,"Soporte técnico y seguimiento de clientes Implementación sistemas Gk-innova Se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... Tiempo Completo Ciudad de Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037669/soporte-tecnico-y-seguimiento-de-clientes-implementacion-sistemas-en-esmeraldas,trabajosdiarios,2026-05-10,550.0,Data / BI
"Auxiliar de soporte técnico Fisoluciones Actividades: -Revisión de actividades de equipo técnico. -Soporte técnico -Coordinación técnica de cuadrillas para instalaciones y mantenimientos. -Control de tickets. Requisitos: -Tecnología o estudios universitarios en Sistemas, Redes, Telecomunicaciones o carreras afines. -Experiencia mínima de 1 año en soporte técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",,Quito,"$500,00",08/05/2026,Tiempo Completo,"Auxiliar de soporte técnico Fisoluciones Actividades: -Revisión de actividades de equipo técnico. -Soporte técnico -Coordinación técnica de cuadrillas para instalaciones y mantenimientos. -Control de tickets. Requisitos: -Tecnología o estudios universitarios en Sistemas, Redes, Telecomunicaciones o carreras afines. -Experiencia mínima de 1 año en soporte técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037141/auxiliar-de-soporte-tecnico-en-pichincha,trabajosdiarios,2026-05-08,500.0,Soporte Técnico
"AAA - Especialista en Proyectos Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"AAA - Especialista en Proyectos Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034802/aaa-especialista-en-proyectos-unity-en-orellana,trabajosdiarios,2026-05-04,,Otros
"AAA - Redactor Científico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"AAA - Redactor Científico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034799/aaa-redactor-cientifico-unity-en-napo,trabajosdiarios,2026-05-04,,Otros
"CAAP - Lengua y Literatura con Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"CAAP - Lengua y Literatura con Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034796/caap-lengua-y-literatura-con-unity-en-morona-santiago,trabajosdiarios,2026-05-04,,Otros
"CAAP - Desarrollo Académico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"CAAP - Desarrollo Académico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034794/caap-desarrollo-academico-unity-en-manabi,trabajosdiarios,2026-05-04,,Otros
"Asistente Contable / Dpto. Financiero (Femenino) CONNETWORKS SA Empresa de Telecomunicaciones busca Asistente Contable Mujer para fortalecer su equipo financiero Requisitos: - Título en contabilidad o carrera afín. - Experiencia mínima de 1 año en contabilidad. - Manejo de facturación electrónica, retenciones y registros contables. - Conocimientos en... Tiempo Completo Guayaquil, Guayas • 29/06/2026",,Guayaquil,,29/06/2026,Tiempo Completo,"Asistente Contable / Dpto. Financiero (Femenino) CONNETWORKS SA Empresa de Telecomunicaciones busca Asistente Contable Mujer para fortalecer su equipo financiero Requisitos: - Título en contabilidad o carrera afín. - Experiencia mínima de 1 año en contabilidad. - Manejo de facturación electrónica, retenciones y registros contables. - Conocimientos en... Tiempo Completo Guayaquil, Guayas • 29/06/2026",https://ec.trabajosdiarios.com/trabajo/3058070/asistente-contable-dpto-financiero-femenino-en-guayas,trabajosdiarios,2026-06-29,,Data / BI
"Ejecutivo Call Center con o sin experiencia SOCACE S.A. Compañía enfocada en la distribución y promoción de servicios, se encuentra contratando EJECUTIVO CALL CENTER, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. Horario laboral: • Lunes a viernes: 10:00 a... Tiempo Completo Sin experiencia GUAYAQUIL, Guayas • 26/06/2026 $500,00 / Mensual",,GUAYAQUIL,"$500,00",26/06/2026,Tiempo Completo,"Ejecutivo Call Center con o sin experiencia SOCACE S.A. Compañía enfocada en la distribución y promoción de servicios, se encuentra contratando EJECUTIVO CALL CENTER, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. Horario laboral: • Lunes a viernes: 10:00 a... Tiempo Completo Sin experiencia GUAYAQUIL, Guayas • 26/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057620/ejecutivo-call-center-con-o-sin-experiencia-en-guayas,trabajosdiarios,2026-06-26,500.0,Otros
"Programador Semi Senior con conocimiento en IA ALOHA ECUADOR Programador Semi Senior con conocimientos en Inteligencia Artificial Nos encontramos en la búsqueda de un Programador Semi Senior con conocimientos en Inteligencia Artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. La persona seleccionada será responsable de diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",,ECUADOR,,26/06/2026,Por Contrato,"Programador Semi Senior con conocimiento en IA ALOHA ECUADOR Programador Semi Senior con conocimientos en Inteligencia Artificial Nos encontramos en la búsqueda de un Programador Semi Senior con conocimientos en Inteligencia Artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. La persona seleccionada será responsable de diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",https://ec.trabajosdiarios.com/trabajo/3053646/programador-semi-senior-con-conocimiento-en-ia-en-pichincha,trabajosdiarios,2026-06-26,,Desarrollo de Software
"Técnico de Servicios Motores y Generadores SVF ECUADOR SA Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: Técnico Mecánico de Motores para la ciudad de GUAYAQUIL Requisitos: • Bachiller técnico o tecnólogo en mecánica industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",,ECUADOR,,24/06/2026,Tiempo Completo,"Técnico de Servicios Motores y Generadores SVF ECUADOR SA Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: Técnico Mecánico de Motores para la ciudad de GUAYAQUIL Requisitos: • Bachiller técnico o tecnólogo en mecánica industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",https://ec.trabajosdiarios.com/trabajo/3056615/tecnico-de-servicios-motores-y-generadores-en-guayas,trabajosdiarios,2026-06-24,,Soporte Técnico
"Analista de TICs 3 ASTILLEROS NAVALES ECUATORIANOS- ASTINAVE EP- Nivel de Instrucción: Tercer Nivel Titulo Requerido: Si Área de Conocimiento: Sistemas Computacionales, Tiempo de Experiencia: Al menos 5 años Especificidad de la experiencia: Sistemas de programacion, diseño y manejo de plataformas informaticas de comunicaciones y tecnologicas, arquitectura de computadoras,... Tiempo Completo Guayaquil, Guayas • 23/06/2026 $1.676,00 / Mensual",,Guayaquil,"$1.676,00",23/06/2026,Tiempo Completo,"Analista de TICs 3 ASTILLEROS NAVALES ECUATORIANOS- ASTINAVE EP- Nivel de Instrucción: Tercer Nivel Titulo Requerido: Si Área de Conocimiento: Sistemas Computacionales, Tiempo de Experiencia: Al menos 5 años Especificidad de la experiencia: Sistemas de programacion, diseño y manejo de plataformas informaticas de comunicaciones y tecnologicas, arquitectura de computadoras,... Tiempo Completo Guayaquil, Guayas • 23/06/2026 $1.676,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056256/analista-de-tics-3-en-guayas,trabajosdiarios,2026-06-23,1676.0,Otros
"Vendedor Freelance con experiencia CORPORACION BRICKO STORE SAS Responsabilidades Prospección: Identificar y contactar a clientes potenciales (a través de llamadas, correos o redes sociales). Asesoría y negociación: Presentar los servicios, destacar su valor y resolver objeciones para cerrar el contrato. Gestión de clientes: Mantener una comunicación fluida, fidelizar... Por Horas / Freelance Quito, Pichincha • 22/06/2026 $1.000,00 / Mensual",,Quito,"$1.000,00",22/06/2026,Freelance,"Vendedor Freelance con experiencia CORPORACION BRICKO STORE SAS Responsabilidades Prospección: Identificar y contactar a clientes potenciales (a través de llamadas, correos o redes sociales). Asesoría y negociación: Presentar los servicios, destacar su valor y resolver objeciones para cerrar el contrato. Gestión de clientes: Mantener una comunicación fluida, fidelizar... Por Horas / Freelance Quito, Pichincha • 22/06/2026 $1.000,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3055487/vendedor-freelance-con-experiencia-en-pichincha,trabajosdiarios,2026-06-22,1000.0,Data / BI
"IMS Platform Engineer LESCOR S.A. Buscamos Ingeniero de Plataforma IMS, para actividades de operación y mantenimiento (O&M) para plataformas IMS, garantizando la disponibilidad, estabilidad y rendimiento del servicio. Brindar soporte para el despliegue, la integración y la puesta en marcha de IMS y plataformas de... Tiempo Completo QUITO O GUAYAQUIL, Pichincha • 19/06/2026",,QUITO,,19/06/2026,Tiempo Completo,"IMS Platform Engineer LESCOR S.A. Buscamos Ingeniero de Plataforma IMS, para actividades de operación y mantenimiento (O&M) para plataformas IMS, garantizando la disponibilidad, estabilidad y rendimiento del servicio. Brindar soporte para el despliegue, la integración y la puesta en marcha de IMS y plataformas de... Tiempo Completo QUITO O GUAYAQUIL, Pichincha • 19/06/2026",https://ec.trabajosdiarios.com/trabajo/3054797/ims-platform-engineer-en-pichincha,trabajosdiarios,2026-06-19,,Data / BI
"Practicante Pre Profesional de Programación HUMANTYX Por encargo de una importante empresa, nos encontramos en la búsqueda de talentos en formación con bases técnicas y ganas reales de desarrollarse en el mundo del software, aportando en proyectos y aprendiendo en un entorno profesional. Requisitos: Estudiantes de... Prácticas / Becario Sin experiencia Quito, Pichincha • 19/06/2026",,Quito,,19/06/2026,Prácticas,"Practicante Pre Profesional de Programación HUMANTYX Por encargo de una importante empresa, nos encontramos en la búsqueda de talentos en formación con bases técnicas y ganas reales de desarrollarse en el mundo del software, aportando en proyectos y aprendiendo en un entorno profesional. Requisitos: Estudiantes de... Prácticas / Becario Sin experiencia Quito, Pichincha • 19/06/2026",https://ec.trabajosdiarios.com/trabajo/3054783/practicante-pre-profesional-de-programacion-en-pichincha,trabajosdiarios,2026-06-19,,Desarrollo de Software
"Residente de obra INMOBILIARIA AGROPECUARIA ROMMEL ORBE RIVADENERIA S.A. Empresa Constructora Ecuatoriana. Buscamos un Residente de Obra, para unirse a nuestro equipo y liderar proyectos de alto nivel, asegurando la calidad y el cumplimiento de los estándares. Responsabilidades Principales: Planificación, ejecución y supervisión de obra civil. Manejo de personal... Tiempo Completo Guaranda, Bolívar • 28/05/2026 $900,00 / Mensual",,Bolívar,"$900,00",28/05/2026,Tiempo Completo,"Residente de obra INMOBILIARIA AGROPECUARIA ROMMEL ORBE RIVADENERIA S.A. Empresa Constructora Ecuatoriana. Buscamos un Residente de Obra, para unirse a nuestro equipo y liderar proyectos de alto nivel, asegurando la calidad y el cumplimiento de los estándares. Responsabilidades Principales: Planificación, ejecución y supervisión de obra civil. Manejo de personal... Tiempo Completo Guaranda, Bolívar • 28/05/2026 $900,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3045507/residente-de-obra-en-bolivar,trabajosdiarios,2026-05-28,900.0,Data / BI
"Practicante Preprofesional de Derecho HUMANTYX En Humantyx, creemos que las personas son el motor del éxito. Combinamos cercanía humana con innovación tecnológica para transformar talento en ventaja competitiva sostenible. Únete a nuestro equipo dinámico y gana experiencia real en derecho laboral, corporativo y digital mientras... Prácticas / Becario Sin experiencia Quito, Pichincha • 20/05/2026",,Quito,,20/05/2026,Prácticas,"Practicante Preprofesional de Derecho HUMANTYX En Humantyx, creemos que las personas son el motor del éxito. Combinamos cercanía humana con innovación tecnológica para transformar talento en ventaja competitiva sostenible. Únete a nuestro equipo dinámico y gana experiencia real en derecho laboral, corporativo y digital mientras... Prácticas / Becario Sin experiencia Quito, Pichincha • 20/05/2026",https://ec.trabajosdiarios.com/trabajo/3042393/practicante-preprofesional-de-derecho-en-pichincha,trabajosdiarios,2026-05-20,,Data / BI
"Asesor Comercial EVOLNEG BUSINESS SOLUTIONS Actividades Directas: Identificar nuevas oportunidades de negocio. Buscar nuevos clientes para ampliación la cartera comercial. Mantener actualizadas las bases de datos de la compañía. Generar cotizaciones y propuestas comerciales. Realizar seguimiento a cotizaciones y oportunidades de negocio. Asesorar integralmente a... Tiempo Completo QUITO, Pichincha • 19/05/2026 $500,00 / Mensual",,QUITO,"$500,00",19/05/2026,Tiempo Completo,"Asesor Comercial EVOLNEG BUSINESS SOLUTIONS Actividades Directas: Identificar nuevas oportunidades de negocio. Buscar nuevos clientes para ampliación la cartera comercial. Mantener actualizadas las bases de datos de la compañía. Generar cotizaciones y propuestas comerciales. Realizar seguimiento a cotizaciones y oportunidades de negocio. Asesorar integralmente a... Tiempo Completo QUITO, Pichincha • 19/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3041959/asesor-comercial-en-pichincha,trabajosdiarios,2026-05-19,500.0,Data / BI
"Asesores de call center EckoLink Satelital Objetivo del Puesto ​Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales ​Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 30/05/2026 $600,00 / Mensual",,Guayaquil,"$600,00",30/05/2026,Freelance,"Premium Asesores de call center EckoLink Satelital Objetivo del Puesto ​Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales ​Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 30/05/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3025283/asesores-de-call-center-en-guayas,trabajosdiarios,2026-05-30,600.0,Data / BI
"Community Manager - sector odontologico TECIMDEC CIA. LTDA. Modalidad: Presencial en Guayaquil Disponibilidad: Inmediata Horario: Tiempo completo Buscamos un Community Manager con enfoque estratégico, capaz de manejar marcas premium, crear contenido relevante y sostener una línea visual coherente con identidad corporativa. Responsabilidades principales Gestión y programación de contenido... Tiempo Completo GUAYAQUIL, Guayas • 22/05/2026 $460,00 / Mensual",,Guayaquil,"$460,00",22/05/2026,Tiempo Completo,"Premium Community Manager - sector odontologico TECIMDEC CIA. LTDA. Modalidad: Presencial en Guayaquil Disponibilidad: Inmediata Horario: Tiempo completo Buscamos un Community Manager con enfoque estratégico, capaz de manejar marcas premium, crear contenido relevante y sostener una línea visual coherente con identidad corporativa. Responsabilidades principales Gestión y programación de contenido... Tiempo Completo GUAYAQUIL, Guayas • 22/05/2026 $460,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3038336/community-manager-sector-odontologico-en-guayas,trabajosdiarios,2026-05-22,460.0,Data / BI
"Tecnico en seguridad electronica Telearseg S.A.S Tecnico en seguridad electronica Instalar equipos de CCTV (cámaras IP/analógicas), DVR/NVR y cables. Montar sensores, paneles y dispositivos de alarmas de intrusión. Instalar y configurar sistemas de control de acceso (lectores, cerraduras, controladoras). Realizar cableado estructurado (UTP, fibra, canalización, tubería).... Tiempo Completo Chongon, Guayas • 22/06/2026 $700,00 / Mensual",,Chongon,"$700,00",22/06/2026,Tiempo Completo,"Tecnico en seguridad electronica Telearseg S.A.S Tecnico en seguridad electronica Instalar equipos de CCTV (cámaras IP/analógicas), DVR/NVR y cables. Montar sensores, paneles y dispositivos de alarmas de intrusión. Instalar y configurar sistemas de control de acceso (lectores, cerraduras, controladoras). Realizar cableado estructurado (UTP, fibra, canalización, tubería).... Tiempo Completo Chongon, Guayas • 22/06/2026 $700,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3055812/tecnico-en-seguridad-electronica-en-guayas,trabajosdiarios,2026-06-22,700.0,Soporte Técnico
"Ejecutivo Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",,Guayaquil,"$600,00",19/06/2026,Freelance,"Ejecutivo Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3054849/ejecutivo-contact-center-en-guayas,trabajosdiarios,2026-06-19,600.0,Data / BI
"Content Manager Servicios Profesionales Botica Alemana La prensa Nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas Botica Real, Botica Alemana y Consultorios Alemana. Objeto del servicio Planificar, producir y gestionar contenido audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",,Quito,"$600,00",12/06/2026,Freelance,"Content Manager Servicios Profesionales Botica Alemana La prensa Nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas Botica Real, Botica Alemana y Consultorios Alemana. Objeto del servicio Planificar, producir y gestionar contenido audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3051553/content-manager-servicios-profesionales-en-pichincha,trabajosdiarios,2026-06-12,600.0,Otros
"Vendedor Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",,Guayaquil,"$600,00",09/06/2026,Tiempo Completo,"Vendedor Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049897/vendedor-contact-center-en-guayas,trabajosdiarios,2026-06-09,600.0,Data / BI
